,0
0,-0.423809478725
1,-0.920679924427
2,-1.02905223504
3,-1.03880488467
4,-1.03983482933
5,-1.03997284664
6,-1.03999503846
7,-1.03999904121
8,-1.03999980961
9,-1.03999996171
10,-1.03999999226
11,-1.03999999843
12,-1.03999999968
13,-1.03999999994
14,-1.03999999999
15,-1.04
16,-1.04
17,-1.04
18,-1.04
19,-1.04
20,-1.04
21,-1.04
22,-1.04
23,-1.04
24,-1.04
25,-1.04
26,-1.04
27,-1.04
28,-1.04
29,-1.04
30,-1.04
31,-1.04
32,-1.04
33,-1.04
34,-1.04
35,-1.04
36,-1.04
37,-1.04
38,-1.04
39,-1.04
40,-1.04
41,-1.04
42,-1.04
43,-1.04
44,-1.04
45,-1.04
46,-1.04
47,-1.04
48,-1.04
49,-1.04
50,-1.04
51,-1.04
52,-1.04
53,-1.04
54,-1.04
55,-1.04
56,-1.04
57,-1.04
58,-1.04
59,-1.04
60,-1.04
61,-1.04
62,-1.04
63,-1.04
64,-1.04
65,-1.04
66,-1.04
67,-1.04
68,-1.04
69,-1.04
70,-1.04
71,-1.04
72,-1.04
73,-1.04
74,-1.04
75,-1.04
76,-1.04
77,-1.04
78,-1.04
79,-1.04
80,-1.04
81,-1.04
82,-1.04
83,-1.04
84,-1.04
85,-1.04
86,-1.04
87,-1.04
88,-1.04
89,-1.04
90,-1.04
91,-1.04
92,-1.04
93,-1.04
94,-1.04
95,-1.04
96,-1.04
97,-1.04
98,-1.04
99,-1.04
