,0
0,-0.202365322436
1,-0.254663369579
2,-0.27060352362
3,-0.276101240602
4,-0.278282034623
5,-0.279221474815
6,-0.279642673877
7,-0.27983503826
8,-0.279923640531
9,-0.279964610148
10,-0.279983588708
11,-0.279992387597
12,-0.279996468541
13,-0.279998361633
14,-0.279999239884
15,-0.279999647342
16,-0.279999836382
17,-0.279999924088
18,-0.27999996478
19,-0.27999998366
20,-0.279999992419
21,-0.279999996483
22,-0.279999998368
23,-0.279999999243
24,-0.279999999649
25,-0.279999999837
26,-0.279999999924
27,-0.279999999965
28,-0.279999999984
29,-0.279999999992
30,-0.279999999996
31,-0.279999999998
32,-0.279999999999
33,-0.28
34,-0.28
35,-0.28
36,-0.28
37,-0.28
38,-0.28
39,-0.28
40,-0.28
41,-0.28
42,-0.28
43,-0.28
44,-0.28
45,-0.28
46,-0.28
47,-0.28
48,-0.28
49,-0.28
50,-0.28
51,-0.28
52,-0.28
53,-0.28
54,-0.28
55,-0.28
56,-0.28
57,-0.28
58,-0.28
59,-0.28
60,-0.28
61,-0.28
62,-0.28
63,-0.28
64,-0.28
65,-0.28
66,-0.28
67,-0.28
68,-0.28
69,-0.28
70,-0.28
71,-0.28
72,-0.28
73,-0.28
74,-0.28
75,-0.28
76,-0.28
77,-0.28
78,-0.28
79,-0.28
80,-0.28
81,-0.28
82,-0.28
83,-0.28
84,-0.28
85,-0.28
86,-0.28
87,-0.28
88,-0.28
89,-0.28
90,-0.28
91,-0.28
92,-0.28
93,-0.28
94,-0.28
95,-0.28
96,-0.28
97,-0.28
98,-0.28
99,-0.28
